cod_procedimiento;consejeria;org_instructor;denominacion;descripcion;siaci;numero_expedientes
1077;Consejeria de economia, empresas y empleo;Direccion general de autonomos, trabajo y economia social;2023-KM2I-Línea 1.- Subvenciones para el establecimiento de personas desempleadas como trabajadoras autónomas. Decreto 33/2023.;Decreto 33/2023, de 4 de abril. Línea 1.- Subvenciones para el establecimiento y consolidación de proyectos de las personas trabajadoras autónomas, cofinanciadas por el Fondo Social Europeo Plus;KM2I;2752
401;Consejeria de economia, empresas y empleo;Direccion general de autonomos, trabajo y economia social;Línea I. Ayudas al establecimiento de personas desempleadas como trabajadoras autónomas. Decreto 53/2018;Línea I. Ayudas para el establecimiento de personas desempleadas como trabajadoreas autónomas,   cuyo objeto es impulsar el empleo por cuenta propia, mediante el inicio de una actividad económica en CLM, compensando los gastos de inicio de actividad.;SKV6;2179
1196;Consejeria de economia, empresas y empleo;Direccion general de autonomos, trabajo y economia social;2024-KM2I- Línea 2. Subvenciones para la consolidación de proyectos de las personas trabajadoras autónomas. Decreto 33/2023. Orden 14/05/2024.;Solicitud de ayuda para la consolidación de proyectos de las personas trabajadoras autónomas. Línea 2 Convocatoria 2024. Decreto 33/2023. Orden 14/05/2024.;KM2I;2021
1078;Consejeria de economia, empresas y empleo;Direccion general de autonomos, trabajo y economia social;2023-KM2I-Línea 2.- Subvenciones para la consolidación de proyectos de las personas trabajadoras autónomas. Decreto 33/2023.;Decreto 33/2023, de 4 de abril por el que se regula la concesión directa de subvenciones para el establecimiento y consolidación de proyectos de las personas trabajadoras autónomas, cofinanciadas por el Fondo Social Europeo Plus. Línea 2: consolidación de proyectos de las personas trabajadoras autónomas.;KM2I;1951
477;Consejeria de economia, empresas y empleo;Direccion general de autonomos, trabajo y economia social;Línea I. Ayudas al establecimiento de personas desempleadas como trabajadoras autónomas. Resolución de 22/05/2019;Línea I. Ayudas para el establecimiento de personas desempleadas como trabajadoreas autónomas, cuyo objeto es impulsar el empleo por cuenta propia, mediante el inicio de una actividad económica en CLM, compensando los gastos de inicio de actividad.;SKV6;1668
301;Consejeria de economia, empresas y empleo;Direccion general de autonomos, trabajo y economia social;Línea I. Ayudas al establecimiento de personas desempleadas como trabajadoras autónomas. Decreto 78/2017;"Línea I. Ayudas para el establecimiento de personas desempleadas como trabajadoreas autónomas, 
cuyo objeto es impulsar el empleo por cuenta propia, mediante el inicio de una actividad económica en CLM, compensando los gastos de inicio de actividad.";SKV6;1293
908;Consejeria de economia, empresas y empleo;Direccion general de autonomos, trabajo y economia social;Orden 194/2021. Línea 2.- Subvenciones para la consolidación de la actividad de las personas trabajadoras autónomas;Orden 194/2021. Línea 2.- Subvenciones para la consolidación de la actividad de las personas trabajadoras autónomas. PLAN DE RECUPERACIÓN, TRANSFORMACIÓN Y RESILENCIA- FINANCIADO POR LA UNIÓN EUROPEA-NEXT GENERATION EU;SLRB;1096
874;Consejeria de economia, empresas y empleo;Direccion general de autonomos, trabajo y economia social;Prórroga de ERTE derivado del COVID-19 desde el 1/11/2021. Real Decreto Ley 18/2021, de 28 de septiembre;Prórroga de ERTE derivado del COVID-19 desde el 1/11/2021. Real Decreto Ley 18/2021, de 28 de septiembre;SLPH;1057
574;Consejeria de economia, empresas y empleo;Direccion general de autonomos, trabajo y economia social;ERTEs por causas económicas, técnicas, organizativas o de producción;Expediente regulación temporal de empleo por  por causas económicas, técnicas, organizativas o de producción;MLDB;686
257;Consejeria de economia, empresas y empleo;Direccion general de autonomos, trabajo y economia social;Solicitud trimestral de abono. Resolución de 03/04/2017;Resolución de 03/04/2017, de la D.G. de Programas de Empleo, por la que se publican los créditos disponibles en el ejercicio 2017, para la concesión de las subvenciones reguladas en el Decreto 95/2014, de 18 de septiembre, de bases reguladoras de las subvenciones para el abono de cuotas a la Seguridad Social;PK9I;504
359;Consejeria de economia, empresas y empleo;Direccion general de autonomos, trabajo y economia social;Solicitud trimestral de abono. Resolución de 27/04/2018;Resolución de 27/04/2018, de la D.G. de Programas de Empleo, por la que se publican los créditos disponibles en el ejercicio 2018, para la concesión de las subvenciones reguladas en el Decreto 95/2014, de 18 de septiembre, de bases reguladoras de las subvenciones para el abono de cuotas a la Seguridad Social.;PK9I;500
210;Consejeria de economia, empresas y empleo;Direccion general de autonomos, trabajo y economia social;Solicitud trimestral de abono. Resolución de 22/06/2016;Resolución de 22/06/2016, de la D.G. de Programas de Empleo, por la que se publican los créditos disponibles en el ejercicio 2016, para la concesión de las subvenciones reguladas en el Decreto 95/2014, de 18 de septiembre, de bases reguladoras de las subvenciones para el abono de cuotas a la Seguridad Social;PK9I;449
446;Consejeria de economia, empresas y empleo;Direccion general de autonomos, trabajo y economia social;Solicitud trimestral de abono. Resolución de 15/03/2019;Resolución de 15/03/2019, de la D.G. de Programas de Empleo, por la que se publican los créditos disponibles en el ejercicio 2019, para la concesión de las subvenciones reguladas en el Decreto 95/2014, de 18 de septiembre, de bases reguladoras de las subvenciones para el abono de cuotas a la Seguridad Social.;PK9I;417
633;Consejeria de economia, empresas y empleo;Direccion general de autonomos, trabajo y economia social;Declaración de empresa dependiente indirectamente o integrante de la cadena de valor de otra (Disposición Adicional Primera Real Decreto-Ley 30/2020);Declaración de empresa dependiente o integrante de la cadena de valor de otra (Disposición Adicional Primera Real Decreto-Ley 30/2020);SLGD;309
813;Consejeria de economia, empresas y empleo;Direccion general de autonomos, trabajo y economia social;Solicitud trimestral de abono. Resolución de 30/04/2021;Resolución de 30/04/2021, de la D.G. de Autonónomos, Trabajo y Economía Social, por la que se publican los créditos disponibles en el ejercicio 2021, para la concesión de las subvenciones reguladas en el Decreto 95/2014, de 18 de septiembre, de bases reguladoras de las subvenciones para el abono de cuotas a la S.S.;PK9I;287
651;Consejeria de economia, empresas y empleo;Direccion general de autonomos, trabajo y economia social;Subvención dirigida al FAMILIAR COLABORADOR de personas trabajadoras autónomas y familiar colaborador afectados por el COVID-19. ;Subvención dirigida al FAMILIAR COLABORADOR de personas trabajadoras autónomas y familiar colaborador afectados por el COVID-19.;SLHS;267
178;Consejeria de economia, empresas y empleo;Direccion general de autonomos, trabajo y economia social;Solicitud de abono. Resolución de 14/05/2015;Resolución de 14/05/2015, de la D.G. de Empleo y Juventud, por la que se convoca para 2015, la concesión de subvenciones reguladas en el Decreto 95/2014, de 18 de septiembre, de subvenciones para el abono de cuotas a la Seguridad Social, a los perceptores de la prestación por desempleo en modalidad de pago único en CLM;PK9I;262
145;Consejeria de economia, empresas y empleo;Direccion general de autonomos, trabajo y economia social;Solicitud de abono. Decreto 95/2014, de 18 de septiembre;Decreto 95/2014, de 18 de septiembre, por el que se establecen las bases reguladoras de las subvenciones para el abono de cuotas a la Seguridad Social, a las personas perceptoras de la prestación por desempleo en su modalidad de pago único en el ámbito territorial de Castilla-La Mancha.;PK9I;254
553;Consejeria de economia, empresas y empleo;Direccion general de autonomos, trabajo y economia social;Solicitud trimestral de abono. Resolución de 04/06/2020;Resolución de 04/06/2020, de la D.G. de Autonónomos, Trabajo y Economía Social, por la que se publican los créditos disponibles en el ejercicio 2020, para la concesión de las subvenciones reguladas en el Decreto 95/2014, de 18 de septiembre, de bases reguladoras de las subvenciones para el abono de cuotas a la S.S.;PK9I;222
599;Consejeria de economia, empresas y empleo;Direccion general de autonomos, trabajo y economia social;Decreto 61/2020;Decreto 61/2020, de 29 de septiembre, por el que se regula la concesión directa de subvenciones dirigidas a personas trabajadoras autónomas y PYMES destinadas a fomentar el Trabajo a Distancia como modalidad de organización laboral, con motivo de la crisis sanitaria del COVID-19;SLFM;209
1010;Consejeria de economia, empresas y empleo;Direccion general de autonomos, trabajo y economia social;Solicitud trimestral de abono. Resolución de 15/09/2022;Resolución de la D.G. de Autonónomos, Trabajo y Economía Social, por la que se publican los créditos disponibles en el ejercicio 2022, para la concesión de las subvenciones reguladas en el Decreto 95/2014, de 18 de septiembre, de bases reguladoras de las subvenciones para el abono de cuotas a la S.S.;PK9I;207
482;Consejeria de economia, empresas y empleo;Direccion general de autonomos, trabajo y economia social;Línea V. Ayudas al familiar colaborador del titular de la empresa. Resolución de 22/05/2019;Línea V. Ayudas al familiar colaborador del titular de la empresa, cuyo objeto es apoyar el mantenimiento de la actividad emprendedora, fomentando la inserción laboral de familiares de la persona trabajadora principal, mediante la prestación de servicios en el negocio familiar;SKVB;189
406;Consejeria de economia, empresas y empleo;Direccion general de autonomos, trabajo y economia social;Línea V. Ayudas al familiar colaborador del titular de la empresa. Decreto 53/2018;Línea V. Ayudas al familiar colaborador del titular de la empresa, cuyo objeto es apoyar el mantenimiento de la actividad emprendedora, fomentando la inserción laboral de familiares   de la persona trabajadora principal, mediante la prestación de servicios en el negocio familiar;SKVB;169
209;Consejeria de economia, empresas y empleo;Direccion general de autonomos, trabajo y economia social;Solicitud de subvención. Resolución de 22/06/2016;Resolución de 22/06/2016, de la D.G. de Programas de Empleo, por la que se publican los créditos disponibles en el ejercicio 2016, para la concesión de las subvenciones reguladas en el Decreto 95/2014, de 18 de septiembre, de bases reguladoras de las subvenciones para el abono de cuotas a la Seguridad Social;SJLH;163
810;Consejeria de economia, empresas y empleo;Direccion general de autonomos, trabajo y economia social;Decreto 49/2021;Decreto 49/2021, de 27 de abril, por el que se regula la concesión directa de subvenciones dirigidas a personas trabajadoras autónomas y pymes destinadas a fomentar el trabajo a distancia como modalidad de organización laboral, con motivo de la crisis sanitaria del COVID-19. (D.O.C.M. nº 84, de 4 de mayo de 2021);SLKS;148
142;Consejeria de economia, empresas y empleo;Direccion general de autonomos, trabajo y economia social;Solicitud de subvención. Decreto 95/2014, de 18 de septiembre;Decreto 95/2014, de 18 de septiembre, por el que se establecen las bases reguladoras de las subvenciones para el abono de cuotas a la Seguridad Social, a las personas perceptoras de la prestación por desempleo en su modalidad de pago único en el ámbito territorial de Castilla-La Mancha.;SJLH;140
358;Consejeria de economia, empresas y empleo;Direccion general de autonomos, trabajo y economia social;Solicitud de subvención. Resolución de 27/04/2018;Resolución de 27/04/2018, de la D.G. de Programas de Empleo, por la que se publican los créditos disponibles en el ejercicio 2018, para la concesión de las subvenciones reguladas en el Decreto 95/2014, de 18 de septiembre, de bases reguladoras de las subvenciones para el abono de cuotas a la Seguridad Social.;SJLH;131
